Status: HighsModelStatus.kOptimal
Z_1_0_6_7 0.0
Z_1_0_6_8 0.0
Z_1_0_6_9 0.0
Z_1_0_7_0 0.0
Z_1_0_7_1 0.0
Z_1_0_7_2 0.0
Z_1_0_7_3 0.0
Z_1_0_7_4 0.0
Z_1_0_7_5 0.0
Z_1_0_7_6 0.0
Z_1_0_7_7 0.0
Z_1_0_7_8 0.0
Z_1_0_7_9 0.0
Z_1_0_8_0 0.0
Z_1_0_8_1 0.0
Z_1_0_8_2 0.0
Z_1_0_8_3 0.0
Z_1_0_8_4 0.0
Z_1_0_8_5 0.0
Z_1_0_8_6 0.0
Z_1_0_8_7 0.0
Z_1_0_8_8 0.0
Z_1_0_8_9 0.0
Z_1_0_9_0 0.0
Z_1_0_9_1 0.0
Z_1_0_9_2 0.0
Z_1_0_9_3 0.0
Z_1_0_9_4 0.0
Z_1_0_9_5 0.0
Z_1_0_9_6 0.0
Z_1_0_9_7 0.0
Z_1_0_9_8 0.0
Z_1_0_9_9 0.0
Z_1_2_0_0 0.0
Z_1_2_0_1 -0.0
Z_1_2_0_2 1.0
Z_1_2_0_3 1.0
Z_1_2_0_4 1.0
Z_1_2_0_5 1.0
Z_1_2_0_6 1.0
Z_1_2_0_7 1.0
Z_1_2_0_8 1.0
Z_1_2_0_9 1.0
Z_1_2_1_0 0.0
Z_1_2_1_1 0.0
Z_1_2_1_2 0.0
Z_1_2_1_3 -0.0
Z_1_2_1_4 -0.0
Z_1_2_1_5 -0.0
Z_1_2_1_6 0.0
Z_1_2_1_7 -0.0
Z_1_2_1_8 -0.0
Z_1_2_1_9 0.0
Z_1_2_2_0 0.0
Z_1_2_2_1 0.0
Z_1_2_2_2 0.0
Z_1_2_2_3 -0.0
Z_1_2_2_4 0.0
Z_1_2_2_5 -0.0
Z_1_2_2_6 -0.0
Z_1_2_2_7 0.0
Z_1_2_2_8 0.0
Z_1_2_2_9 -0.0
Z_1_2_3_0 0.0
Z_1_2_3_1 0.0
Z_1_2_3_2 0.0
Z_1_2_3_3 0.0
Z_1_2_3_4 0.0
Z_1_2_3_5 0.0
Z_1_2_3_6 0.0
Z_1_2_3_7 0.0
Z_1_2_3_8 0.0
Z_1_2_3_9 0.0
Z_1_2_4_0 0.0
Z_1_2_4_1 0.0
Z_1_2_4_2 0.0
Z_1_2_4_3 0.0
Z_1_2_4_4 0.0
Z_1_2_4_5 0.0
Z_1_2_4_6 0.0
Z_1_2_4_7 0.0
Z_1_2_4_8 0.0
Z_1_2_4_9 0.0
Z_1_2_5_0 0.0
Z_1_2_5_1 0.0
Z_1_2_5_2 0.0
Z_1_2_5_3 0.0
Z_1_2_5_4 0.0
Z_1_2_5_5 0.0
Z_1_2_5_6 0.0
Z_1_2_5_7 0.0
Z_1_2_5_8 0.0
Z_1_2_5_9 0.0
Z_1_2_6_0 0.0
Z_1_2_6_1 0.0
Z_1_2_6_2 0.0
Z_1_2_6_3 0.0
Z_1_2_6_4 0.0
Z_1_2_6_5 0.0
Z_1_2_6_6 0.0
Z_1_2_6_7 0.0
Z_1_2_6_8 0.0
Z_1_2_6_9 0.0
Z_1_2_7_0 0.0
Z_1_2_7_1 0.0
Z_1_2_7_2 0.0
Z_1_2_7_3 0.0
Z_1_2_7_4 0.0
Z_1_2_7_5 0.0
Z_1_2_7_6 0.0
Z_1_2_7_7 0.0
Z_1_2_7_8 0.0
Z_1_2_7_9 0.0
Z_1_2_8_0 0.0
Z_1_2_8_1 0.0
Z_1_2_8_2 0.0
Z_1_2_8_3 0.0
Z_1_2_8_4 0.0
Z_1_2_8_5 0.0
Z_1_2_8_6 0.0
Z_1_2_8_7 0.0
Z_1_2_8_8 0.0
Z_1_2_8_9 0.0
Z_1_2_9_0 0.0
Z_1_2_9_1 0.0
Z_1_2_9_2 0.0
Z_1_2_9_3 0.0
Z_1_2_9_4 0.0
Z_1_2_9_5 0.0
Z_1_2_9_6 0.0
Z_1_2_9_7 0.0
Z_1_2_9_8 0.0
Z_1_2_9_9 0.0
Z_1_3_0_0 0.0
Z_1_3_0_1 1.0
Z_1_3_0_2 1.0
Z_1_3_0_3 1.0
Z_1_3_0_4 1.0
Z_1_3_0_5 1.0
Z_1_3_0_6 1.0
Z_1_3_0_7 1.0
Z_1_3_0_8 1.0
Z_1_3_0_9 1.0
Z_1_3_1_0 0.0
Z_1_3_1_1 0.0
Z_1_3_1_2 0.0
Z_1_3_1_3 0.0
Z_1_3_1_4 0.0
Z_1_3_1_5 0.0
Z_1_3_1_6 0.0
Z_1_3_1_7 -0.0
Z_1_3_1_8 0.0
Z_1_3_1_9 0.0
Z_1_3_2_0 0.0
Z_1_3_2_1 0.0
Z_1_3_2_2 0.0
Z_1_3_2_3 0.0
Z_1_3_2_4 -0.0
Z_1_3_2_5 -0.0
Z_1_3_2_6 -0.0
Z_1_3_2_7 -0.0
Z_1_3_2_8 0.0
Z_1_3_2_9 0.0
Z_1_3_3_0 0.0
Z_1_3_3_1 0.0
Z_1_3_3_2 -0.0
Z_1_3_3_3 0.0
Z_1_3_3_4 0.0
Z_1_3_3_5 -0.0
Z_1_3_3_6 0.0
Z_1_3_3_7 -0.0
Z_1_3_3_8 -0.0
Z_1_3_3_9 -0.0
Z_1_3_4_0 0.0
Z_1_3_4_1 -0.0
Z_1_3_4_2 -0.0
Z_1_3_4_3 0.0
Z_1_3_4_4 0.0
Z_1_3_4_5 0.0
Z_1_3_4_6 0.0
Z_1_3_4_7 0.0
Z_1_3_4_8 0.0
Z_1_3_4_9 -0.0
Z_1_3_5_0 0.0
Z_1_3_5_1 0.0
Z_1_3_5_2 0.0
Z_1_3_5_3 0.0
Z_1_3_5_4 0.0
Z_1_3_5_5 0.0
Z_1_3_5_6 0.0
Z_1_3_5_7 0.0
Z_1_3_5_8 0.0
Z_1_3_5_9 0.0
Z_1_3_6_0 0.0
Z_1_3_6_1 0.0
Z_1_3_6_2 0.0
Z_1_3_6_3 0.0
Z_1_3_6_4 0.0
Z_1_3_6_5 0.0
Z_1_3_6_6 0.0
Z_1_3_6_7 0.0
Z_1_3_6_8 0.0
Z_1_3_6_9 0.0
Z_1_3_7_0 0.0
Z_1_3_7_1 0.0
Z_1_3_7_2 0.0
Z_1_3_7_3 0.0
Z_1_3_7_4 0.0
Z_1_3_7_5 0.0
Z_1_3_7_6 0.0
Z_1_3_7_7 0.0
Z_1_3_7_8 0.0
Z_1_3_7_9 0.0
Z_1_3_8_0 0.0
Z_1_3_8_1 0.0
Z_1_3_8_2 0.0
Z_1_3_8_3 0.0
Z_1_3_8_4 0.0
Z_1_3_8_5 0.0
Z_1_3_8_6 0.0
Z_1_3_8_7 0.0
Z_1_3_8_8 0.0
Z_1_3_8_9 0.0
Z_1_3_9_0 0.0
Z_1_3_9_1 0.0
Z_1_3_9_2 0.0
Z_1_3_9_3 0.0
Z_1_3_9_4 0.0
Z_1_3_9_5 0.0
Z_1_3_9_6 0.0
Z_1_3_9_7 0.0
Z_1_3_9_8 0.0
Z_1_3_9_9 0.0
Z_1_4_0_0 0.0
Z_1_4_0_1 1.0
Z_1_4_0_2 1.0
Z_1_4_0_3 1.0
Z_1_4_0_4 1.0
Z_1_4_0_5 1.0
Z_1_4_0_6 1.0
Z_1_4_0_7 1.0
Z_1_4_0_8 1.0
Z_1_4_0_9 1.0
Z_1_4_1_0 0.0
Z_1_4_1_1 0.0
Z_1_4_1_2 0.0
Z_1_4_1_3 0.0
Z_1_4_1_4 0.0
Z_1_4_1_5 0.0
Z_1_4_1_6 -0.0
Z_1_4_1_7 0.0
Z_1_4_1_8 0.0
Z_1_4_1_9 0.0
Z_1_4_2_0 0.0
Z_1_4_2_1 0.0
Z_1_4_2_2 0.0
Z_1_4_2_3 0.0
Z_1_4_2_4 -0.0
Z_1_4_2_5 0.0
Z_1_4_2_6 0.0
Z_1_4_2_7 0.0
Z_1_4_2_8 0.0
Z_1_4_2_9 0.0
Z_1_4_3_0 0.0
Z_1_4_3_1 0.0
Z_1_4_3_2 0.0
Z_1_4_3_3 0.0
Z_1_4_3_4 0.0
Z_1_4_3_5 0.0
Z_1_4_3_6 0.0
Z_1_4_3_7 0.0
Z_1_4_3_8 0.0
Z_1_4_3_9 0.0
Z_1_4_4_0 0.0
Z_1_4_4_1 0.0
Z_1_4_4_2 0.0
Z_1_4_4_3 0.0
Z_1_4_4_4 0.0
Z_1_4_4_5 0.0
Z_1_4_4_6 0.0
Z_1_4_4_7 0.0
Z_1_4_4_8 0.0
Z_1_4_4_9 0.0
Z_1_4_5_0 0.0
Z_1_4_5_1 0.0
Z_1_4_5_2 0.0
Z_1_4_5_3 0.0
Z_1_4_5_4 0.0
Z_1_4_5_5 0.0
Z_1_4_5_6 0.0
Z_1_4_5_7 0.0
Z_1_4_5_8 0.0
Z_1_4_5_9 0.0
Z_1_4_6_0 0.0
Z_1_4_6_1 0.0
Z_1_4_6_2 0.0
Z_1_4_6_3 0.0
Z_1_4_6_4 0.0
Z_1_4_6_5 0.0
Z_1_4_6_6 0.0
Z_1_4_6_7 0.0
Z_1_4_6_8 0.0
Z_1_4_6_9 0.0
Z_1_4_7_0 0.0
Z_1_4_7_1 0.0
Z_1_4_7_2 0.0
Z_1_4_7_3 0.0
Z_1_4_7_4 0.0
Z_1_4_7_5 0.0
Z_1_4_7_6 0.0
Z_1_4_7_7 0.0
Z_1_4_7_8 0.0
Z_1_4_7_9 0.0
Z_1_4_8_0 0.0
Z_1_4_8_1 0.0
Z_1_4_8_2 0.0
Z_1_4_8_3 0.0
Z_1_4_8_4 0.0
Z_1_4_8_5 0.0
Z_1_4_8_6 0.0
Z_1_4_8_7 0.0
Z_1_4_8_8 0.0
Z_1_4_8_9 0.0
Z_1_4_9_0 0.0
Z_1_4_9_1 0.0
Z_1_4_9_2 0.0
Z_1_4_9_3 0.0
Z_1_4_9_4 0.0
Z_1_4_9_5 0.0
Z_1_4_9_6 0.0
Z_1_4_9_7 0.0
Z_1_4_9_8 0.0
Z_1_4_9_9 0.0
Z_1_5_0_0 0.0
Z_1_5_0_1 1.0
Z_1_5_0_2 1.0
Z_1_5_0_3 1.0
Z_1_5_0_4 1.0
Z_1_5_0_5 1.0
Z_1_5_0_6 1.0
Z_1_5_0_7 1.0
Z_1_5_0_8 1.0
Z_1_5_0_9 1.0
Z_1_5_1_0 0.0
Z_1_5_1_1 0.0
Z_1_5_1_2 -0.0
Z_1_5_1_3 -0.0
Z_1_5_1_4 0.0
Z_1_5_1_5 0.0
Z_1_5_1_6 0.0
Z_1_5_1_7 0.0
Z_1_5_1_8 0.0
Z_1_5_1_9 0.0
Z_1_5_2_0 0.0
Z_1_5_2_1 0.0
Z_1_5_2_2 0.0
Z_1_5_2_3 -0.0
Z_1_5_2_4 -0.0
Z_1_5_2_5 0.0
Z_1_5_2_6 0.0
Z_1_5_2_7 0.0
Z_1_5_2_8 0.0
Z_1_5_2_9 0.0
Z_1_5_3_0 0.0
Z_1_5_3_1 0.0
Z_1_5_3_2 0.0
Z_1_5_3_3 -0.0
Z_1_5_3_4 0.0
Z_1_5_3_5 0.0
Z_1_5_3_6 0.0
Z_1_5_3_7 0.0
Z_1_5_3_8 0.0
Z_1_5_3_9 0.0
Z_1_5_4_0 0.0
Z_1_5_4_1 0.0
Z_1_5_4_2 0.0
Z_1_5_4_3 0.0
Z_1_5_4_4 0.0
Z_1_5_4_5 0.0
Z_1_5_4_6 0.0
Z_1_5_4_7 0.0
Z_1_5_4_8 0.0
Z_1_5_4_9 0.0
Z_1_5_5_0 0.0
Z_1_5_5_1 0.0
Z_1_5_5_2 0.0
Z_1_5_5_3 0.0
Z_1_5_5_4 0.0
Z_1_5_5_5 0.0
Z_1_5_5_6 0.0
Z_1_5_5_7 0.0
Z_1_5_5_8 0.0
Z_1_5_5_9 0.0
Z_1_5_6_0 0.0
Z_1_5_6_1 0.0
Z_1_5_6_2 0.0
Z_1_5_6_3 0.0
Z_1_5_6_4 0.0
Z_1_5_6_5 0.0
Z_1_5_6_6 0.0
Z_1_5_6_7 0.0
Z_1_5_6_8 0.0
Z_1_5_6_9 0.0
Z_1_5_7_0 0.0
Z_1_5_7_1 0.0
Z_1_5_7_2 0.0
Z_1_5_7_3 0.0
Z_1_5_7_4 0.0
Z_1_5_7_5 0.0
Z_1_5_7_6 0.0
Z_1_5_7_7 0.0
Z_1_5_7_8 0.0
Z_1_5_7_9 0.0
Z_1_5_8_0 0.0
Z_1_5_8_1 0.0
Z_1_5_8_2 0.0
Z_1_5_8_3 0.0
Z_1_5_8_4 0.0
Z_1_5_8_5 0.0
Z_1_5_8_6 0.0
Z_1_5_8_7 0.0
Z_1_5_8_8 0.0
Z_1_5_8_9 0.0
Z_1_5_9_0 0.0
Z_1_5_9_1 0.0
Z_1_5_9_2 0.0
Z_1_5_9_3 0.0
Z_1_5_9_4 0.0
Z_1_5_9_5 0.0
Z_1_5_9_6 0.0
Z_1_5_9_7 0.0
Z_1_5_9_8 0.0
Z_1_5_9_9 0.0
Z_2_0_0_0 0.0
Z_2_0_0_1 1.0
Z_2_0_0_2 1.0
Z_2_0_0_3 1.0
Z_2_0_0_4 1.0
Z_2_0_0_5 1.0
Z_2_0_0_6 1.0
Z_2_0_0_7 1.0
Z_2_0_0_8 1.0
Z_2_0_0_9 1.0
Z_2_0_1_0 1.0
Z_2_0_1_1 1.0
Z_2_0_1_2 1.0
Z_2_0_1_3 1.0
Z_2_0_1_4 1.0
Z_2_0_1_5 1.0
Z_2_0_1_6 1.0
Z_2_0_1_7 1.0
Z_2_0_1_8 1.0
Z_2_0_1_9 1.0
Z_2_0_2_0 0.0
Z_2_0_2_1 0.0
Z_2_0_2_2 0.0
Z_2_0_2_3 0.0
Z_2_0_2_4 0.0
Z_2_0_2_5 0.0
Z_2_0_2_6 0.0
Z_2_0_2_7 0.0
Z_2_0_2_8 0.0
Z_2_0_2_9 0.0
Z_2_0_3_0 0.0
Z_2_0_3_1 0.0
Z_2_0_3_2 0.0
Z_2_0_3_3 0.0
Z_2_0_3_4 0.0
Z_2_0_3_5 0.0
Z_2_0_3_6 0.0
Z_2_0_3_7 0.0
Z_2_0_3_8 0.0
Z_2_0_3_9 0.0
Z_2_0_4_0 0.0
Z_2_0_4_1 0.0
Z_2_0_4_2 0.0
Z_2_0_4_3 0.0
Z_2_0_4_4 0.0
Z_2_0_4_5 0.0
Z_2_0_4_6 0.0
Z_2_0_4_7 0.0
Z_2_0_4_8 0.0
Z_2_0_4_9 0.0
Z_2_0_5_0 0.0
Z_2_0_5_1 0.0
Z_2_0_5_2 0.0
Z_2_0_5_3 0.0
Z_2_0_5_4 0.0
Z_2_0_5_5 0.0
Z_2_0_5_6 0.0
Z_2_0_5_7 0.0
Z_2_0_5_8 0.0
Z_2_0_5_9 0.0
Z_2_0_6_0 0.0
Z_2_0_6_1 0.0
Z_2_0_6_2 0.0
Z_2_0_6_3 0.0
Z_2_0_6_4 0.0
Z_2_0_6_5 0.0
Z_2_0_6_6 0.0
Z_2_0_6_7 0.0
Z_2_0_6_8 0.0
Z_2_0_6_9 0.0
Z_2_0_7_0 0.0
Z_2_0_7_1 0.0
Z_2_0_7_2 0.0
Z_2_0_7_3 0.0
Z_2_0_7_4 0.0
Z_2_0_7_5 0.0
Z_2_0_7_6 0.0
Z_2_0_7_7 0.0
Z_2_0_7_8 0.0
Z_2_0_7_9 0.0
Z_2_0_8_0 0.0
Z_2_0_8_1 0.0
Z_2_0_8_2 0.0
Z_2_0_8_3 0.0
Z_2_0_8_4 0.0
Z_2_0_8_5 0.0
Z_2_0_8_6 0.0
Z_2_0_8_7 0.0
Z_2_0_8_8 0.0
Z_2_0_8_9 0.0
Z_2_0_9_0 0.0
Z_2_0_9_1 0.0
Z_2_0_9_2 0.0
Z_2_0_9_3 0.0
Z_2_0_9_4 0.0
Z_2_0_9_5 0.0
Z_2_0_9_6 0.0
Z_2_0_9_7 0.0
Z_2_0_9_8 0.0
Z_2_0_9_9 0.0
Z_2_1_0_0 1.0
Z_2_1_0_1 1.0
Z_2_1_0_2 1.0
Z_2_1_0_3 1.0
Z_2_1_0_4 1.0
Z_2_1_0_5 1.0
Z_2_1_0_6 1.0
Z_2_1_0_7 1.0
Z_2_1_0_8 1.0
Z_2_1_0_9 1.0
Z_2_1_1_0 1.0
Z_2_1_1_1 1.0
Z_2_1_1_2 1.0
Z_2_1_1_3 1.0
Z_2_1_1_4 1.0
Z_2_1_1_5 1.0
Z_2_1_1_6 1.0
Z_2_1_1_7 1.0
Z_2_1_1_8 1.0
Z_2_1_1_9 1.0
Z_2_1_2_0 0.0
Z_2_1_2_1 0.0
Z_2_1_2_2 0.0
Z_2_1_2_3 -0.0
Z_2_1_2_4 0.0
Z_2_1_2_5 -0.0
Z_2_1_2_6 0.0
Z_2_1_2_7 0.0
Z_2_1_2_8 0.0
Z_2_1_2_9 0.0
Z_2_1_3_0 -0.0
Z_2_1_3_1 0.0
Z_2_1_3_2 0.0
Z_2_1_3_3 0.0
Z_2_1_3_4 0.0
Z_2_1_3_5 -0.0
Z_2_1_3_6 0.0
Z_2_1_3_7 0.0
Z_2_1_3_8 0.0
Z_2_1_3_9 0.0
Z_2_1_4_0 -0.0
Z_2_1_4_1 0.0
Z_2_1_4_2 0.0
Z_2_1_4_3 0.0
Z_2_1_4_4 0.0
Z_2_1_4_5 -0.0
Z_2_1_4_6 0.0
Z_2_1_4_7 0.0
Z_2_1_4_8 0.0
Z_2_1_4_9 0.0
Z_2_1_5_0 -0.0
Z_2_1_5_1 0.0
Z_2_1_5_2 0.0
Z_2_1_5_3 -0.0
Z_2_1_5_4 0.0
Z_2_1_5_5 -0.0
Z_2_1_5_6 0.0
Z_2_1_5_7 0.0
Z_2_1_5_8 0.0
Z_2_1_5_9 0.0
Z_2_1_6_0 0.0
Z_2_1_6_1 0.0
Z_2_1_6_2 0.0
Z_2_1_6_3 -0.0
Z_2_1_6_4 0.0
Z_2_1_6_5 -0.0
Z_2_1_6_6 0.0
Z_2_1_6_7 0.0
Z_2_1_6_8 0.0
Z_2_1_6_9 0.0
Z_2_1_7_0 0.0
Z_2_1_7_1 0.0
Z_2_1_7_2 0.0
Z_2_1_7_3 0.0
Z_2_1_7_4 0.0
Z_2_1_7_5 -0.0
Z_2_1_7_6 0.0
Z_2_1_7_7 0.0
Z_2_1_7_8 0.0
Z_2_1_7_9 0.0
Z_2_1_8_0 0.0
Z_2_1_8_1 0.0
Z_2_1_8_2 0.0
Z_2_1_8_3 0.0
Z_2_1_8_4 0.0
Z_2_1_8_5 -0.0
Z_2_1_8_6 0.0
Z_2_1_8_7 0.0
Z_2_1_8_8 0.0
Z_2_1_8_9 0.0
Z_2_1_9_0 -0.0
Z_2_1_9_1 0.0
Z_2_1_9_2 0.0
Z_2_1_9_3 0.0
Z_2_1_9_4 0.0
Z_2_1_9_5 -0.0
Z_2_1_9_6 0.0
Z_2_1_9_7 0.0
Z_2_1_9_8 0.0
Z_2_1_9_9 0.0
Z_2_3_0_0 1.0
Z_2_3_0_1 1.0
Z_2_3_0_2 1.0
Z_2_3_0_3 1.0
Z_2_3_0_4 1.0
Z_2_3_0_5 1.0
Z_2_3_0_6 1.0
Z_2_3_0_7 1.0
Z_2_3_0_8 1.0
Z_2_3_0_9 1.0
Z_2_3_1_0 1.0
Z_2_3_1_1 1.0
Z_2_3_1_2 1.0
Z_2_3_1_3 1.0
Z_2_3_1_4 1.0
Z_2_3_1_5 1.0
Z_2_3_1_6 1.0
Z_2_3_1_7 1.0
Z_2_3_1_8 1.0
Z_2_3_1_9 1.0
Z_2_3_2_0 0.0
Z_2_3_2_1 0.0
Z_2_3_2_2 0.0
Z_2_3_2_3 -0.0
Z_2_3_2_4 -0.0
Z_2_3_2_5 0.0
Z_2_3_2_6 -0.0
Z_2_3_2_7 -0.0
Z_2_3_2_8 0.0
Z_2_3_2_9 0.0
Z_2_3_3_0 0.0
Z_2_3_3_1 0.0
Z_2_3_3_2 0.0
Z_2_3_3_3 -0.0
Z_2_3_3_4 0.0
Z_2_3_3_5 0.0
Z_2_3_3_6 0.0
Z_2_3_3_7 0.0
Z_2_3_3_8 0.0
Z_2_3_3_9 0.0
Z_2_3_4_0 0.0
Z_2_3_4_1 0.0
Z_2_3_4_2 0.0
Z_2_3_4_3 0.0
Z_2_3_4_4 -0.0
Z_2_3_4_5 -0.0
Z_2_3_4_6 -0.0
Z_2_3_4_7 0.0
Z_2_3_4_8 0.0
Z_2_3_4_9 0.0
Z_2_3_5_0 0.0
Z_2_3_5_1 0.0
Z_2_3_5_2 0.0
Z_2_3_5_3 -0.0
Z_2_3_5_4 0.0
Z_2_3_5_5 0.0
Z_2_3_5_6 -0.0
Z_2_3_5_7 -0.0
Z_2_3_5_8 0.0
Z_2_3_5_9 0.0
Z_2_3_6_0 -0.0
Z_2_3_6_1 0.0
Z_2_3_6_2 0.0
Z_2_3_6_3 -0.0
Z_2_3_6_4 -0.0
Z_2_3_6_5 -0.0
Z_2_3_6_6 -0.0
Z_2_3_6_7 -0.0
Z_2_3_6_8 0.0
Z_2_3_6_9 0.0
Z_2_3_7_0 0.0
Z_2_3_7_1 0.0
Z_2_3_7_2 0.0
Z_2_3_7_3 -0.0
Z_2_3_7_4 -0.0
Z_2_3_7_5 -0.0
Z_2_3_7_6 0.0
Z_2_3_7_7 0.0
Z_2_3_7_8 0.0
Z_2_3_7_9 -0.0
Z_2_3_8_0 -0.0
Z_2_3_8_1 0.0
Z_2_3_8_2 0.0
Z_2_3_8_3 0.0
Z_2_3_8_4 -0.0
Z_2_3_8_5 -0.0
Z_2_3_8_6 0.0
Z_2_3_8_7 0.0
Z_2_3_8_8 0.0
Z_2_3_8_9 0.0
Z_2_3_9_0 0.0
Z_2_3_9_1 0.0
Z_2_3_9_2 0.0
Z_2_3_9_3 0.0
Z_2_3_9_4 0.0
Z_2_3_9_5 0.0
Z_2_3_9_6 0.0
Z_2_3_9_7 0.0
Z_2_3_9_8 0.0
Z_2_3_9_9 0.0
Z_2_4_0_0 1.0
Z_2_4_0_1 1.0
Z_2_4_0_2 1.0
Z_2_4_0_3 1.0
Z_2_4_0_4 1.0
Z_2_4_0_5 1.0
Z_2_4_0_6 1.0
Z_2_4_0_7 1.0
Z_2_4_0_8 1.0
Z_2_4_0_9 1.0
Z_2_4_1_0 1.0
Z_2_4_1_1 1.0
Z_2_4_1_2 1.0
Z_2_4_1_3 1.0
Z_2_4_1_4 1.0
Z_2_4_1_5 1.0
Z_2_4_1_6 1.0
Z_2_4_1_7 1.0
Z_2_4_1_8 1.0
Z_2_4_1_9 1.0
Z_2_4_2_0 0.0
Z_2_4_2_1 0.0
Z_2_4_2_2 0.0
Z_2_4_2_3 0.0
Z_2_4_2_4 0.0
Z_2_4_2_5 0.0
Z_2_4_2_6 0.0
Z_2_4_2_7 0.0
Z_2_4_2_8 0.0
Z_2_4_2_9 0.0
Z_2_4_3_0 0.0
Z_2_4_3_1 0.0
Z_2_4_3_2 0.0
Z_2_4_3_3 0.0
Z_2_4_3_4 0.0
Z_2_4_3_5 0.0
Z_2_4_3_6 0.0
Z_2_4_3_7 0.0
Z_2_4_3_8 0.0
Z_2_4_3_9 0.0
Z_2_4_4_0 0.0
Z_2_4_4_1 0.0
Z_2_4_4_2 0.0
Z_2_4_4_3 0.0
Z_2_4_4_4 0.0
Z_2_4_4_5 0.0
Z_2_4_4_6 0.0
Z_2_4_4_7 0.0
Z_2_4_4_8 0.0
Z_2_4_4_9 0.0
Z_2_4_5_0 0.0
Z_2_4_5_1 -0.0
Z_2_4_5_2 0.0
Z_2_4_5_3 0.0
Z_2_4_5_4 0.0
Z_2_4_5_5 0.0
Z_2_4_5_6 0.0
Z_2_4_5_7 0.0
Z_2_4_5_8 0.0
Z_2_4_5_9 0.0
Z_2_4_6_0 0.0
Z_2_4_6_1 -0.0
Z_2_4_6_2 0.0
Z_2_4_6_3 0.0
Z_2_4_6_4 0.0
Z_2_4_6_5 0.0
Z_2_4_6_6 0.0
Z_2_4_6_7 0.0
Z_2_4_6_8 0.0
Z_2_4_6_9 0.0
Z_2_4_7_0 0.0
Z_2_4_7_1 0.0
Z_2_4_7_2 0.0
Z_2_4_7_3 0.0
Z_2_4_7_4 0.0
Z_2_4_7_5 0.0
Z_2_4_7_6 0.0
Z_2_4_7_7 0.0
Z_2_4_7_8 0.0
Z_2_4_7_9 0.0
Z_2_4_8_0 0.0
Z_2_4_8_1 0.0
Z_2_4_8_2 0.0
Z_2_4_8_3 0.0
Z_2_4_8_4 0.0
Z_2_4_8_5 0.0
Z_2_4_8_6 0.0
Z_2_4_8_7 0.0
Z_2_4_8_8 0.0
Z_2_4_8_9 0.0
Z_2_4_9_0 -0.0
Z_2_4_9_1 0.0
Z_2_4_9_2 0.0
Z_2_4_9_3 0.0
Z_2_4_9_4 0.0
Z_2_4_9_5 0.0
Z_2_4_9_6 0.0
Z_2_4_9_7 0.0
Z_2_4_9_8 0.0
Z_2_4_9_9 0.0
Z_2_5_0_0 1.0
Z_2_5_0_1 1.0
Z_2_5_0_2 1.0
Z_2_5_0_3 1.0
Z_2_5_0_4 1.0
Z_2_5_0_5 1.0
Z_2_5_0_6 1.0
Z_2_5_0_7 1.0
Z_2_5_0_8 1.0
Z_2_5_0_9 1.0
Z_2_5_1_0 1.0
Z_2_5_1_1 1.0
Z_2_5_1_2 1.0
Z_2_5_1_3 1.0
Z_2_5_1_4 1.0
Z_2_5_1_5 1.0
Z_2_5_1_6 1.0
Z_2_5_1_7 1.0
Z_2_5_1_8 1.0
Z_2_5_1_9 1.0
Z_2_5_2_0 0.0
Z_2_5_2_1 0.0
Z_2_5_2_2 0.0
Z_2_5_2_3 0.0
Z_2_5_2_4 0.0
Z_2_5_2_5 0.0
Z_2_5_2_6 0.0
Z_2_5_2_7 0.0
Z_2_5_2_8 0.0
Z_2_5_2_9 0.0
Z_2_5_3_0 0.0
Z_2_5_3_1 0.0
Z_2_5_3_2 0.0
Z_2_5_3_3 0.0
Z_2_5_3_4 -0.0
Z_2_5_3_5 0.0
Z_2_5_3_6 0.0
Z_2_5_3_7 0.0
Z_2_5_3_8 0.0
Z_2_5_3_9 0.0
Z_2_5_4_0 0.0
Z_2_5_4_1 0.0
Z_2_5_4_2 0.0
Z_2_5_4_3 0.0
Z_2_5_4_4 -0.0
Z_2_5_4_5 0.0
Z_2_5_4_6 0.0
Z_2_5_4_7 0.0
Z_2_5_4_8 0.0
Z_2_5_4_9 0.0
Z_2_5_5_0 0.0
Z_2_5_5_1 0.0
Z_2_5_5_2 0.0
Z_2_5_5_3 0.0
Z_2_5_5_4 -0.0
Z_2_5_5_5 0.0
Z_2_5_5_6 0.0
Z_2_5_5_7 0.0
Z_2_5_5_8 0.0
Z_2_5_5_9 0.0
Z_2_5_6_0 0.0
Z_2_5_6_1 0.0
Z_2_5_6_2 0.0
Z_2_5_6_3 0.0
Z_2_5_6_4 -0.0
Z_2_5_6_5 0.0
Z_2_5_6_6 0.0
Z_2_5_6_7 0.0
Z_2_5_6_8 0.0
Z_2_5_6_9 0.0
Z_2_5_7_0 -0.0
Z_2_5_7_1 0.0
Z_2_5_7_2 0.0
Z_2_5_7_3 0.0
Z_2_5_7_4 -0.0
Z_2_5_7_5 0.0
Z_2_5_7_6 0.0
Z_2_5_7_7 0.0
Z_2_5_7_8 0.0
Z_2_5_7_9 0.0
Z_2_5_8_0 0.0
Z_2_5_8_1 0.0
Z_2_5_8_2 0.0
Z_2_5_8_3 -0.0
Z_2_5_8_4 0.0
Z_2_5_8_5 0.0
Z_2_5_8_6 0.0
Z_2_5_8_7 0.0
Z_2_5_8_8 0.0
Z_2_5_8_9 0.0
Z_2_5_9_0 0.0
Z_2_5_9_1 0.0
Z_2_5_9_2 0.0
